epoch,episode,profile,scale,seed,source,epsilon,return,steps,accepted_steps,improvement_pct,mean_loss,termination_reason
0,53,tight_tw,50,20320014,composite,0.8831786542923434,0.08575976516767476,12,6,9.175976516767477,0.006282391542095397,budget
0,54,baseline,20,20290018,nearest,0.8809744779582367,-0.0012864921500116786,7,1,0.47135078499883215,0.009491021636293702,patience
0,55,small_battery,50,20320017,composite,0.87877030162413,0.07464495733057223,12,7,7.964495733057224,0.00892432234420957,budget
0,56,tight_tw,20,20290019,nearest,0.8765661252900232,-0.004,4,0,0.0,0.00751108849872102,patience
0,57,small_battery,50,20320020,nearest,0.8743619489559165,0.14339019937765696,12,8,14.739019937765695,0.007441404814882813,budget
0,58,baseline,100,20370014,composite,0.8721577726218097,0.010214293086114299,6,1,1.5214293086114303,0.008478615043791278,patience
0,59,small_battery,20,20290017,composite,0.869953596287703,0.04369326079424318,12,5,5.069326079424319,0.007376640431611902,budget
0,60,small_battery,50,20320014,composite,0.8677494199535963,0.1371463847806296,12,8,14.11463847806296,0.006506124903310589,budget
0,61,baseline,100,20370019,composite,0.8655452436194896,0.09833856319921133,12,8,10.233856319921136,0.0066278552010029315,budget
0,62,tight_tw,20,20290015,composite,0.8633410672853828,0.11476885079903809,12,5,12.17688507990381,0.006947685909001206,budget
0,63,small_battery,100,20370013,composite,0.8611368909512761,0.08995726368552023,10,5,9.495726368552024,0.007227840721531728,patience
0,64,baseline,50,20320017,composite,0.8589327146171694,0.025333015544981276,12,4,3.333301554498128,0.0062076057037314045,patience
0,65,baseline,50,20320020,nearest,0.8567285382830626,0.183803468749285,12,8,18.7803468749285,0.00587578217425078,budget
0,66,small_battery,20,20290014,composite,0.854524361948956,0.1662582802050887,12,6,17.225828020508867,0.006048774275427527,budget
0,67,small_battery,100,20370014,nearest,0.8523201856148492,-0.004,4,0,0.0,0.00527315432013382,patience
0,68,tight_tw,50,20320018,nearest,0.8501160092807425,0.14408558902863994,12,10,14.608558902863995,0.007128855142999744,budget
0,69,baseline,20,20290015,nearest,0.8479118329466357,0.02100359839792627,5,1,2.5003598397926274,0.005418550803970352,patience
0,70,baseline,20,20290019,composite,0.845707656612529,0.01893263692004872,8,2,2.4932636920048723,0.006628406820879317,patience
0,71,small_battery,20,20290016,nearest,0.8435034802784223,0.00916059043522938,7,2,1.4160590435229383,0.005057718042036776,patience
0,72,tight_tw,100,20370015,composite,0.8412993039443155,0.21940995801459717,12,12,21.940995801459717,0.006667002423096376,budget
0,73,small_battery,50,20320016,composite,0.8390951276102088,0.06202921831455441,12,6,6.802921831455441,0.0061757137010344946,budget
0,74,small_battery,20,20290016,composite,0.8368909512761021,0.11998896713498185,12,6,12.598896713498185,0.004981336978434913,budget
0,75,small_battery,50,20320016,nearest,0.8346867749419954,0.06557141176807868,9,4,7.057141176807868,0.0042350377493300725,patience
0,76,tight_tw,100,20370013,nearest,0.8324825986078886,0.08544528779870127,12,10,8.744528779870127,0.006109847295522725,budget
0,77,tight_tw,50,20320015,composite,0.8302784222737819,0.06633443451126234,10,4,7.2334434511262335,0.0049392500711860614,patience
0,78,tight_tw,100,20370020,nearest,0.8280742459396752,0.10317057924965163,12,8,10.717057924965165,0.005812169789037638,budget
0,79,tight_tw,100,20370019,nearest,0.8258700696055684,0.07547217858771077,12,11,7.647217858771077,0.0051598700343126755,budget
0,80,small_battery,20,20290019,nearest,0.8236658932714618,0.09600408716195694,10,3,10.300408716195694,0.004789842848795464,patience
0,81,small_battery,50,20320018,composite,0.821461716937355,0.04564250789382107,12,4,5.364250789382107,0.005180829728655901,budget
0,82,tight_tw,20,20290018,composite,0.8192575406032483,0.16855099902948106,12,5,17.555099902948104,0.005088046221650439,patience
0,83,baseline,50,20320019,nearest,0.8170533642691415,-0.004,4,0,0.0,0.006068312362064729,patience
0,84,small_battery,20,20290015,nearest,0.8148491879350348,0.02914079974974553,6,1,3.4140799749745536,0.005943497943960674,patience
0,85,baseline,20,20290015,composite,0.8126450116009281,0.08626362571612878,7,2,9.126362571612878,0.004602662628304524,patience
0,86,baseline,50,20320013,nearest,0.8104408352668213,0.11694336414867293,12,7,12.194336414867294,0.004229717003029487,patience
0,87,baseline,100,20370017,composite,0.8082366589327146,0.16432611626207907,12,11,16.53261162620791,0.0052142353954158505,budget
0,88,tight_tw,100,20370015,nearest,0.8060324825986079,0.07108593110258314,12,6,7.708593110258315,0.004300397021490315,budget
0,89,small_battery,100,20370018,composite,0.8038283062645012,0.030264866834768214,9,4,3.526486683476822,0.005300637280746192,patience
0,90,tight_tw,50,20320014,nearest,0.8016241299303944,0.03340443226716489,12,6,3.9404432267164897,0.004097478676029979,budget
0,91,tight_tw,20,20290017,nearest,0.7994199535962877,0.04162011164969734,8,3,4.662011164969734,0.004316674363830963,patience
0,92,tight_tw,100,20370018,composite,0.797215777262181,0.06494102209130832,12,8,6.894102209130831,0.003839562638899197,budget
0,93,tight_tw,50,20320016,nearest,0.7950116009280742,0.09051010735260628,12,5,9.751010735260627,0.005100074988899738,patience
0,94,baseline,50,20320014,composite,0.7928074245939676,0.1056070346405358,12,6,11.16070346405358,0.0037143069108333993,patience
0,95,small_battery,100,20370014,composite,0.7906032482598608,0.15717163333238465,12,8,16.11716333323847,0.004713561917833103,budget
0,96,tight_tw,100,20370019,composite,0.7883990719257541,0.05285782966560308,12,7,5.785782966560308,0.003936231928916083,budget
0,97,small_battery,20,20290013,nearest,0.7861948955916473,0.004495805735832879,6,1,0.949580573583288,0.0033689651681182526,patience
0,98,small_battery,20,20290020,nearest,0.7839907192575406,0.024990915151516354,11,4,3.1990915151516357,0.0032417102535416092,patience
0,99,small_battery,100,20370019,nearest,0.7817865429234339,0.09062260526242805,12,6,9.662260526242806,0.0041308527540116985,budget
0,100,tight_tw,20,20290020,nearest,0.7795823665893271,0.04922217361598388,7,3,5.322217361598389,0.0038479735486559065,patience
0,101,tight_tw,100,20370017,composite,0.7773781902552204,0.1309854384788488,12,9,13.398543847884877,0.0035391568980949364,budget
0,102,baseline,20,20290020,nearest,0.7751740139211137,0.04972938845954058,12,4,5.772938845954057,0.003607672332023337,budget
0,103,baseline,50,20320018,nearest,0.772969837587007,0.09602479442785569,12,7,10.10247944278557,0.003229627197202831,patience
0,104,baseline,100,20370014,nearest,0.7707656612529002,0.049333566456222076,12,7,5.433356645622209,0.00269382693653716,budget
0,105,baseline,50,20320016,composite,0.7685614849187935,0.08510936972870105,12,7,9.010936972870105,0.0035715891228183558,budget
0,106,baseline,20,20290013,nearest,0.7663573085846868,0.027323227829709154,5,1,3.132322782970916,0.004000824299296049,patience
0,107,baseline,50,20320019,composite,0.76415313225058,0.11772189577445923,12,8,12.172189577445923,0.00451554525602591,budget
0,108,tight_tw,20,20290018,nearest,0.7619489559164734,0.09067929975434719,9,2,9.767929975434718,0.003444467182923188,patience
0,109,baseline,100,20370013,composite,0.7597447795823666,0.10983406233002287,12,8,11.383406233002285,0.00352214950477336,budget
0,110,tight_tw,100,20370013,composite,0.7575406032482599,0.14784748103042628,12,9,15.084748103042632,0.0036508898968040412,budget
0,111,small_battery,50,20320018,nearest,0.7553364269141531,0.14081458800706612,12,6,14.681458800706611,0.00339435557503718,budget
0,112,tight_tw,100,20370016,composite,0.7531322505800464,0.09740012748153425,12,9,10.040012748153426,0.003474776150414969,budget
0,113,small_battery,50,20320019,composite,0.7509280742459397,0.19959202059958153,12,9,20.259202059958152,0.0026039499024994948,budget
0,114,small_battery,50,20320015,nearest,0.7487238979118329,-0.004,4,0,0.0,0.0025083470785673204,patience
0,115,tight_tw,50,20320019,composite,0.7465197215777263,0.13774752325444536,12,8,14.174752325444539,0.0035410771138279663,budget
0,116,baseline,50,20320016,nearest,0.7443155452436195,0.09051010735260628,12,5,9.751010735260627,0.003484146414960838,budget
0,117,baseline,20,20290018,composite,0.7421113689095128,0.0195919896123535,7,3,2.3591989612353506,0.0032724176522926423,patience
0,118,small_battery,50,20320013,composite,0.739907192575406,0.09792698303051997,12,7,10.292698303051997,0.002969356092822649,patience
0,119,baseline,100,20370016,composite,0.7377030162412994,0.19318494393795824,12,10,19.51849439379582,0.003311886974276771,budget
0,120,baseline,100,20370017,nearest,0.7354988399071927,0.0288896851511145,10,5,3.3889685151114506,0.0028235070406821983,patience
0,121,tight_tw,50,20320020,composite,0.7332946635730859,0.20046601873018496,12,6,20.646601873018497,0.0030947560280669114,budget
0,122,baseline,50,20320014,nearest,0.7310904872389792,0.0759619512992443,6,2,7.99619512992443,0.002651403087228686,patience
0,123,tight_tw,20,20290019,composite,0.7288863109048724,-0.004,4,0,0.0,0.0028787523402246306,patience
0,124,tight_tw,100,20370017,nearest,0.7266821345707657,0.019865141787201935,7,3,2.3865141787201933,0.0033643609578065587,patience
0,125,small_battery,100,20370020,composite,0.724477958236659,0.17128981032419674,12,10,17.328981032419673,0.002771219432985012,budget
0,126,small_battery,20,20290017,nearest,0.7222737819025522,3.473243095239616e-05,8,2,0.6034732430952396,0.0031571757772478346,patience
0,127,small_battery,100,20370015,nearest,0.7200696055684455,0.08727779413003124,12,7,9.227779413003127,0.003155547773732061,budget
0,128,baseline,100,20370019,nearest,0.7178654292343387,0.06845977340907387,12,7,7.345977340907385,0.0033557399670570585,budget
0,129,baseline,20,20290016,composite,0.715661252900232,-0.004,4,0,0.0,0.003572972261668787,patience
0,130,baseline,50,20320020,composite,0.7134570765661252,0.10087616554945153,8,4,10.487616554945154,0.0020925021755469984,patience
0,131,tight_tw,50,20320018,composite,0.7112529002320186,0.09791253044892023,12,8,10.191253044892024,0.003032832322738236,budget
0,132,small_battery,50,20320017,nearest,0.7090487238979118,0.17289502270790325,11,7,17.689502270790324,0.0033055531963672074,patience
0,133,small_battery,100,20370015,composite,0.7068445475638051,0.139048011486676,11,7,14.304801148667602,0.0025773175938253235,patience
0,134,small_battery,50,20320019,nearest,0.7046403712296984,0.07572355522427804,12,5,8.272355522427803,0.0026774951033213235,budget
0,135,baseline,100,20370016,nearest,0.7024361948955917,0.04393053920285943,12,5,5.093053920285943,0.0030630925428610928,patience
0,136,baseline,100,20370018,composite,0.700232018561485,0.13024218395136652,10,5,13.524218395136652,0.002591424234912893,patience
0,137,baseline,100,20370015,composite,0.6980278422273782,0.08348545281994825,12,7,8.848545281994825,0.0025510743325251736,budget
0,138,small_battery,50,20320015,composite,0.6958236658932715,0.10619353526962522,11,5,11.219353526962522,0.002451134840907155,patience
0,139,tight_tw,20,20290015,nearest,0.6936194895591647,0.02000359839792627,6,1,2.5003598397926274,0.0018687172222742708,patience
0,140,tight_tw,100,20370016,nearest,0.691415313225058,0.07307484691825236,12,6,7.9074846918252355,0.002706246771504526,budget
0,141,tight_tw,100,20370014,composite,0.6892111368909513,0.0741053957099646,8,4,7.810539570996461,0.0026345465519454977,patience
0,142,baseline,100,20370020,nearest,0.6870069605568445,0.11888693492506885,12,8,12.288693492506885,0.0023281386311774068,patience
0,143,small_battery,100,20370017,composite,0.6848027842227379,0.17312855182055492,12,11,17.41285518205549,0.0022455826004541997,budget
1,144,tight_tw,20,20290014,nearest,0.6825986078886311,0.07947128345555887,12,5,8.647128345555886,0.002313947972122576,patience
1,145,tight_tw,50,20320015,composite,0.6803944315545244,0.10410794162499354,12,9,10.710794162499354,0.0023668287871313016,budget
1,146,baseline,50,20320015,nearest,0.6781902552204176,0.11609948523633613,12,7,12.109948523633614,0.0020093484269985027,budget
1,147,baseline,100,20370016,nearest,0.6759860788863109,0.06527862452934015,12,9,6.827862452934014,0.0023519707876940212,budget
1,148,tight_tw,50,20320014,composite,0.6737819025522043,0.1111146412810917,12,6,11.71146412810917,0.0023144950399459213,budget
1,149,tight_tw,50,20320020,composite,0.6715777262180975,0.16792106335237314,12,9,17.092106335237315,0.0024549743030732917,budget
1,150,baseline,20,20290019,composite,0.6693735498839908,0.01793263692004872,9,2,2.4932636920048723,0.0025904108730877323,patience
1,151,small_battery,100,20370014,nearest,0.667169373549884,0.13426443802736024,12,9,13.726443802736025,0.002406136842771531,budget
1,152,tight_tw,20,20290015,nearest,0.6649651972157773,0.02000359839792627,6,1,2.5003598397926274,0.0017331053359517293,patience
1,153,tight_tw,20,20290020,composite,0.6627610208816705,0.09889929414744461,7,2,10.389929414744461,0.0022360534904053366,patience
1,154,baseline,50,20320013,composite,0.6605568445475638,0.1164928608636144,12,7,12.14928608636144,0.0022148930801540448,budget
1,155,baseline,50,20320020,nearest,0.6583526682134571,0.12909264941009327,12,7,13.409264941009326,0.0018776651690843682,budget
1,156,small_battery,20,20290017,composite,0.6561484918793503,0.04269326079424318,12,4,5.069326079424319,0.001999974165632448,budget
1,157,baseline,50,20320018,composite,0.6539443155452436,0.01938653994583646,12,4,2.7386539945836463,0.0021663019187966553,patience
1,158,tight_tw,50,20320015,nearest,0.6517401392111368,0.13673453508159655,12,5,14.373453508159656,0.0021029080796020495,budget
1,159,small_battery,20,20290013,nearest,0.6495359628770301,0.004495805735832879,6,1,0.949580573583288,0.0014245046931486462,patience
1,160,baseline,50,20320016,nearest,0.6473317865429234,-0.004,4,0,0.0,0.002481986286568927,patience
1,161,baseline,20,20290016,composite,0.6451276102088167,0.11931510846853284,8,3,12.431510846853284,0.0017455067039455442,patience
1,162,small_battery,50,20320018,nearest,0.64292343387471,0.16509639485169947,12,8,16.90963948516995,0.0021609334354366527,budget
1,163,baseline,100,20370015,composite,0.6407192575406032,0.10151203288908436,12,12,10.151203288908437,0.0017367125298843192,budget
1,164,small_battery,20,20290019,composite,0.6385150812064966,0.016367941121100432,6,1,2.1367941121100436,0.0014492940012300708,patience
1,165,baseline,20,20290014,nearest,0.6363109048723898,0.07847128345555887,12,4,8.647128345555886,0.0018426261285721642,budget
1,166,small_battery,20,20290014,composite,0.6341067285382831,0.1359669706259782,12,5,14.296697062597822,0.0016260876099519054,budget
1,167,small_battery,50,20320020,nearest,0.6319025522041763,0.11422060531624528,9,3,12.02206053162453,0.0018554135365272968,patience
1,168,baseline,20,20290013,nearest,0.6296983758700696,-0.004,4,0,0.0,0.0016064993767343678,patience
1,169,baseline,20,20290018,composite,0.6274941995359629,0.0165919896123535,10,3,2.3591989612353506,0.0017110219231288555,patience
1,170,small_battery,20,20290020,nearest,0.6252900232018561,0.022990915151516352,12,3,3.1990915151516357,0.0018615175298408065,patience
1,171,tight_tw,100,20370019,nearest,0.6230858468677494,0.08283604210268138,12,8,8.683604210268138,0.0019152095329133777,budget
1,172,small_battery,50,20320015,composite,0.6208816705336427,0.11101182251941807,12,10,11.301182251941807,0.0017616366392552668,budget
1,173,tight_tw,20,20290017,composite,0.618677494199536,0.027585309895279103,7,2,3.2585309895279106,0.0013884438653358965,patience
1,174,small_battery,50,20320014,composite,0.6164733178654292,0.18609424508570496,12,9,18.909424508570496,0.0016641626980989886,budget
1,175,tight_tw,50,20320018,nearest,0.6142691415313225,0.1250692800753298,12,8,12.906928007532983,0.0017251936625049626,budget
1,176,baseline,50,20320017,composite,0.6120649651972159,0.02733301554498127,10,4,3.333301554498128,0.0015020693388189254,patience
1,177,small_battery,20,20290014,nearest,0.6098607888631091,0.23409403064041745,12,7,23.909403064041744,0.0015564440191069588,budget
1,178,tight_tw,100,20370017,nearest,0.6076566125290024,0.023547555813392615,12,7,2.854755581339262,0.0016502798101955334,budget
1,179,tight_tw,100,20370018,nearest,0.6054524361948956,0.07870091633040271,12,7,8.370091633040268,0.001570107751675192,budget
1,180,baseline,100,20370018,composite,0.6032482598607889,0.12911774676856902,12,8,13.311774676856903,0.0014351315362528955,budget
1,181,tight_tw,50,20320014,nearest,0.6010440835266821,0.028717222414985095,9,4,3.37172224149851,0.0015324156565751368,patience
1,182,small_battery,50,20320017,nearest,0.5988399071925754,0.17197083335601493,9,5,17.597083335601493,0.0014258454807518576,patience
1,183,small_battery,50,20320016,nearest,0.5966357308584687,0.06257141176807868,12,4,7.057141176807868,0.0015289234092025518,budget
1,184,small_battery,50,20320019,nearest,0.5944315545243619,0.0751318141799822,8,4,7.913181417998221,0.001448263239595231,patience
1,185,small_battery,20,20290018,nearest,0.5922273781902552,0.15939020411883895,12,7,16.439020411883895,0.0016616563989275493,budget
1,186,small_battery,20,20290017,nearest,0.5900232018561484,3.473243095239616e-05,8,2,0.6034732430952396,0.0011610767960924479,patience
1,187,small_battery,100,20370016,composite,0.5878190255220417,0.17322980771109353,12,8,17.722980771109352,0.0013861103862802613,budget
1,188,small_battery,20,20290015,nearest,0.585614849187935,0.02914079974974553,6,1,3.4140799749745536,0.0012840456532819127,patience
1,189,baseline,50,20320017,nearest,0.5834106728538283,0.0849896912301924,12,6,9.09896912301924,0.0015756452742100616,patience
1,190,small_battery,100,20370019,nearest,0.5812064965197217,0.08398690537372308,12,5,9.09869053737231,0.0013421087263821502,patience
1,191,tight_tw,20,20290016,nearest,0.5790023201856149,0.09544263165455066,8,3,10.044263165455067,0.001426574798854367,patience
1,192,small_battery,50,20320014,nearest,0.5767981438515082,0.018827733133224542,6,2,2.2827733133224544,0.0014505935441711038,patience
1,193,baseline,100,20370015,nearest,0.5745939675174014,1.6671629797153885e-05,7,1,0.6016671629797153,0.0012043273439206266,patience
1,194,small_battery,100,20370017,composite,0.5723897911832947,0.2168101790899499,12,8,22.08101790899499,0.0012339106336690102,budget
1,195,baseline,20,20290013,composite,0.570185614849188,0.2333981888324428,12,6,23.93981888324428,0.0010314479224646522,budget
1,196,baseline,100,20370019,nearest,0.5679814385150812,0.006654073395469971,6,1,1.1654073395469973,0.0014343118765206431,patience
1,197,small_battery,100,20370015,nearest,0.5657772621809745,0.11285545951702053,12,9,11.585545951702054,0.0012336244863675825,budget
1,198,small_battery,100,20370015,composite,0.5635730858468677,0.19855291060377958,12,10,20.055291060377957,0.0015179038346877195,budget
1,199,baseline,20,20290017,composite,0.561368909512761,0.12265706501880594,10,4,12.865706501880593,0.0010374625223384586,patience
1,200,baseline,50,20320014,nearest,0.5591647331786543,0.07758122542101728,10,5,8.258122542101727,0.001420190404483406,patience
1,201,tight_tw,100,20370015,composite,0.5569605568445476,0.1785901183849188,12,9,18.15901183849188,0.0011427221039970606,budget
1,202,small_battery,50,20320013,nearest,0.5547563805104408,0.09135348042240897,12,6,9.735348042240899,0.001048614498293615,budget
1,203,small_battery,20,20290018,composite,0.5525522041763341,0.12348051083724068,12,7,12.84805108372407,0.0012948158228809562,budget
1,204,baseline,20,20290018,nearest,0.5503480278422275,-0.0002864921500116786,6,1,0.47135078499883215,0.0013482246594695103,patience
1,205,tight_tw,100,20370014,nearest,0.5481438515081207,0.0971691436745365,12,6,10.316914367453649,0.0011390872415783858,budget
1,206,small_battery,100,20370020,composite,0.545939675174014,0.1614881224056391,12,11,16.248812240563915,0.001261173354625764,budget
1,207,tight_tw,100,20370016,nearest,0.5437354988399072,0.07122444226108525,11,5,7.722444226108524,0.0011136286700460568,patience
1,208,small_battery,100,20370013,composite,0.5415313225058005,0.15877296540622357,12,11,15.977296540622358,0.0011787672111095286,budget
1,209,small_battery,20,20290015,composite,0.5393271461716937,0.028236873739954482,6,1,3.323687373995449,0.0012267708052134804,patience
1,210,small_battery,50,20320013,composite,0.537122969837587,0.09899364442856166,12,6,10.499364442856168,0.0010515928284865654,budget
1,211,tight_tw,50,20320016,composite,0.5349187935034803,0.1344453082182112,12,6,14.044530821821121,0.0013107412807898174,budget
1,212,baseline,100,20370020,composite,0.5327146171693735,0.19654089823055634,12,12,19.654089823055628,0.0013235148824630835,budget
1,213,small_battery,50,20320016,composite,0.5305104408352668,0.07671191021708962,12,9,7.971191021708962,0.0011225434620348318,budget
1,214,tight_tw,100,20370017,composite,0.52830626450116,0.10276185303136055,12,9,10.576185303136054,0.0011435209347243685,budget
1,215,baseline,20,20290015,composite,0.5261020881670533,0.08726362571612878,6,2,9.126362571612878,0.001161800652254866,patience
1,216,tight_tw,20,20290020,nearest,0.5238979118329468,0.046569273176116914,9,2,5.356927317611691,0.0011535501939389573,patience
1,217,tight_tw,20,20290017,nearest,0.5216937354988399,0.045640042040858655,12,5,5.264004204085866,0.00111781035003724,budget
1,218,tight_tw,20,20290018,composite,0.5194895591647333,0.2096491380009056,10,4,21.564913800090558,0.0010264164184323114,patience
1,219,baseline,20,20290016,nearest,0.5172853828306265,-0.004,4,0,0.0,0.000880962471232585,patience
1,220,tight_tw,20,20290019,composite,0.5150812064965198,-0.004,4,0,0.0,0.0012558585592709476,patience
1,221,tight_tw,100,20370015,nearest,0.512877030162413,0.08704933661448319,12,8,9.10493366144832,0.001135937628515359,budget
1,222,baseline,20,20290014,composite,0.5106728538283063,0.05286827874417989,11,5,5.88682787441799,0.0010741348252729544,patience
1,223,baseline,50,20320015,composite,0.5084686774941996,0.11938113334115773,12,10,12.138113334115774,0.0010002467846696142,budget
1,224,tight_tw,100,20370013,nearest,0.5062645011600928,0.08624329107292224,12,10,8.824329107292224,0.0010136507217749816,budget
1,225,tight_tw,100,20370019,composite,0.5040603248259861,0.06869509467205312,12,8,7.269509467205314,0.001035711645806449,budget
1,226,baseline,50,20320013,nearest,0.5018561484918793,0.11297306535301883,12,8,11.697306535301884,0.0009275016151274163,budget
1,227,baseline,100,20370017,nearest,0.4996519721577727,0.024037056451894384,11,4,3.103705645189439,0.0009727292116116846,patience
1,228,tight_tw,20,20290015,composite,0.49744779582366594,0.11476885079903809,12,5,12.17688507990381,0.0011115371026088417,budget
