profile,method,method_role,instance,scale,seed,feasible,objective,runtime_sec,vehicles_used,violations,selected_source,initial_objective,accepted_moves,trace,routes,termination_reason,independent_validation
baseline,D_composite_inter_route,week5_reference,synthetic_evrptw_n20_seed20300013_baseline,20,20300013,True,414.40049218067105,0.00518983299843967,3,[],composite,414.40049218067105,11,[],"[[0,14,7,4,20,1,8,13,23,0],[0,5,2,6,3,18,19,17,0],[0,12,15,16,11,9,10,0]]",reference_method,True
baseline,E_fixed_portfolio,week6_fixed_reference,synthetic_evrptw_n20_seed20300013_baseline,20,20300013,True,404.0552798045162,0.010745041996415239,3,[],nearest,444.21154221644133,9,[],"[[0,14,20,1,8,4,7,0],[0,17,19,18,3,6,2,13,5,0],[0,12,15,16,11,9,10,0]]",fixed_schedule,True
baseline,E_adaptive_portfolio,week6_ucb1_reference,synthetic_evrptw_n20_seed20300013_baseline,20,20300013,True,399.51524180928607,0.01670683299744269,3,[],nearest,444.21154221644133,10,"[{""step"":0,""action"":""two_opt"",""ucb_score"":null,""objective_before"":424.9706257845927,""objective_after"":424.9706257845927,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0002741659991443157,""cumulative_runtime_sec"":0.0002741659991443157,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":1,""action"":""relocate"",""ucb_score"":null,""objective_before"":424.9706257845927,""objective_after"":421.14851958713814,""reward"":0.008993812667400434,""accepted"":true,""moves"":2,""feasible"":true,""action_runtime_sec"":0.0010971660012728535,""cumulative_runtime_sec"":0.0013713320004171692,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":2,""action"":""swap"",""ucb_score"":null,""objective_before"":421.14851958713814,""objective_after"":416.0623607159886,""reward"":0.012076877003237826,""accepted"":true,""moves"":1,""feasible"":true,""action_runtime_sec"":0.00042429099994478747,""cumulative_runtime_sec"":0.0017956230003619567,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":3,""action"":""swap"",""ucb_score"":0.7457798287809813,""objective_before"":416.0623607159886,""objective_after"":416.0623607159886,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.00041591699846321717,""cumulative_runtime_sec"":0.002211539998825174,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":4,""action"":""relocate"",""ucb_score"":0.8331808284282326,""objective_before"":416.0623607159886,""objective_after"":404.0552798045162,""reward"":0.028858849165807176,""accepted"":true,""moves"":1,""feasible"":true,""action_runtime_sec"":0.0010692089999793097,""cumulative_runtime_sec"":0.0032807489988044836,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":5,""action"":""two_opt"",""ucb_score"":0.8880453688256637,""objective_before"":404.0552798045162,""objective_after"":399.51524180928607,""reward"":0.01123618034994278,""accepted"":true,""moves"":1,""feasible"":true,""action_runtime_sec"":0.00026937499933410436,""cumulative_runtime_sec"":0.003550123998138588,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":6,""action"":""relocate"",""ucb_score"":0.6814827964052996,""objective_before"":399.51524180928607,""objective_after"":399.51524180928607,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.00119674999587005,""cumulative_runtime_sec"":0.004746873994008638,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":7,""action"":""swap"",""ucb_score"":0.6965078342886818,""objective_before"":399.51524180928607,""objective_after"":399.51524180928607,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0005113750012242235,""cumulative_runtime_sec"":0.0052582489952328615,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":8,""action"":""two_opt"",""ucb_score"":0.7193849832931376,""objective_before"":399.51524180928607,""objective_after"":399.51524180928607,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0002470839972374961,""cumulative_runtime_sec"":0.005505332992470358,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":9,""action"":""relocate"",""ucb_score"":0.6116835054875103,""objective_before"":399.51524180928607,""objective_after"":399.51524180928607,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0011363340017851442,""cumulative_runtime_sec"":0.006641666994255502,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""nearest""},""termination_reason"":""patience"",""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":0,""action"":""two_opt"",""ucb_score"":null,""objective_before"":491.6184092876314,""objective_after"":491.6184092876314,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0002921249979408458,""cumulative_runtime_sec"":0.0002921249979408458,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":1,""action"":""relocate"",""ucb_score"":null,""objective_before"":491.6184092876314,""objective_after"":481.71580113158143,""reward"":0.020142874979802123,""accepted"":true,""moves"":4,""feasible"":true,""action_runtime_sec"":0.0012651670040213503,""cumulative_runtime_sec"":0.001557292001962196,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":2,""action"":""swap"",""ucb_score"":null,""objective_before"":481.71580113158143,""objective_after"":443.271293988158,""reward"":0.07980744466574444,""accepted"":true,""moves"":1,""feasible"":true,""action_runtime_sec"":0.0004278330015949905,""cumulative_runtime_sec"":0.0019851250035571866,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":3,""action"":""swap"",""ucb_score"":0.8135103964434879,""objective_before"":443.271293988158,""objective_after"":443.271293988158,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.00042720800411188975,""cumulative_runtime_sec"":0.0024123330076690763,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":4,""action"":""relocate"",""ucb_score"":0.8443298907406344,""objective_before"":443.271293988158,""objective_after"":418.58342257925204,""reward"":0.0556947218187458,""accepted"":true,""moves"":3,""feasible"":true,""action_runtime_sec"":0.0011879579978995025,""cumulative_runtime_sec"":0.003600291005568579,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":5,""action"":""two_opt"",""ucb_score"":0.8880453688256637,""objective_before"":418.58342257925204,""objective_after"":418.58342257925204,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.00023941699328133836,""cumulative_runtime_sec"":0.003839707998849917,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":6,""action"":""swap"",""ucb_score"":0.702460187821568,""objective_before"":418.58342257925204,""objective_after"":414.40049218067105,""reward"":0.009993062727631126,""accepted"":true,""moves"":1,""feasible"":true,""action_runtime_sec"":0.0004656250021071173,""cumulative_runtime_sec"":0.0043053330009570345,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":7,""action"":""relocate"",""ucb_score"":0.7283881941863368,""objective_before"":414.40049218067105,""objective_after"":414.40049218067105,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.001144041001680307,""cumulative_runtime_sec"":0.005449374002637342,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":8,""action"":""two_opt"",""ucb_score"":0.7137668931181662,""objective_before"":414.40049218067105,""objective_after"":414.40049218067105,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.00022812500537838787,""cumulative_runtime_sec"":0.0056774990080157295,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":9,""action"":""swap"",""ucb_score"":0.6289994540075662,""objective_before"":414.40049218067105,""objective_after"":414.40049218067105,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.0004514169995673001,""cumulative_runtime_sec"":0.00612891600758303,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":null,""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":10,""action"":""relocate"",""ucb_score"":0.6385400720711581,""objective_before"":414.40049218067105,""objective_after"":414.40049218067105,""reward"":0.0,""accepted"":false,""moves"":0,""feasible"":true,""action_runtime_sec"":0.001175166995381005,""cumulative_runtime_sec"":0.007304083002964035,""context"":{""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""scale"":20,""seed"":20300013,""source"":""composite""},""termination_reason"":""patience"",""profile"":""baseline"",""method"":""E_adaptive_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""}]","[[0,4,8,1,20,14,7,0],[0,17,19,18,3,6,2,13,5,0],[0,12,15,16,11,9,10,0]]",patience,True
baseline,F_dqn_portfolio,tested_method,synthetic_evrptw_n20_seed20300013_baseline,20,20300013,True,398.4748405315545,0.01685041599557735,3,[],nearest,444.21154221644133,13,"[{""step"":0,""state"":[0.2,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":0.008993812667400434,""next_state"":[0.2,0.75,0.9910061873325996,0.008993812667400434,0.08333333333333333,0.0,0.008993812667400434,1.0,0.0,1.0,0.0,0.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":424.9706257845927,""candidate_objective"":421.14851958713814,""objective_after"":421.14851958713814,""moves"":2,""runtime_sec"":0.001095207997423131,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":1,""state"":[0.2,0.75,0.9910061873325996,0.008993812667400434,0.08333333333333333,0.0,0.008993812667400434,1.0,0.0,1.0,0.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":0.03382758846681094,""next_state"":[0.2,0.75,0.9571785988657886,0.04282140113421137,0.16666666666666666,0.0,0.03382758846681094,1.0,0.0,1.0,0.0,0.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":421.14851958713814,""candidate_objective"":406.7727881476138,""objective_after"":406.7727881476138,""moves"":3,""runtime_sec"":0.0010181670004385523,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":2,""state"":[0.2,0.75,0.9571785988657886,0.04282140113421137,0.16666666666666666,0.0,0.03382758846681094,1.0,0.0,1.0,0.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":0.016732295580552375,""next_state"":[0.2,0.75,0.9404463032852363,0.05955369671476375,0.25,0.0,0.016732295580552375,1.0,0.0,1.0,0.0,0.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":406.7727881476138,""candidate_objective"":399.6620540239337,""objective_after"":399.6620540239337,""moves"":2,""runtime_sec"":0.0010846250006579794,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":3,""state"":[0.2,0.75,0.9404463032852363,0.05955369671476375,0.25,0.0,0.016732295580552375,1.0,0.0,1.0,0.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":0.002793636595911418,""next_state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.3333333333333333,0.0,0.002793636595911418,1.0,0.0,1.0,0.0,0.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":399.6620540239337,""candidate_objective"":398.4748405315545,""objective_after"":398.4748405315545,""moves"":1,""runtime_sec"":0.001073249994078651,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":4,""state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.3333333333333333,0.0,0.002793636595911418,1.0,0.0,1.0,0.0,0.0],""action_index"":2,""action"":""swap"",""reward"":-0.001,""next_state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.4166666666666667,0.25,-0.001,0.8,0.0,0.0,1.0,0.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":398.4748405315545,""candidate_objective"":398.4748405315545,""objective_after"":398.4748405315545,""moves"":0,""runtime_sec"":0.0004966249980498105,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":5,""state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.4166666666666667,0.25,-0.001,0.8,0.0,0.0,1.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":-0.001,""next_state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.5,0.5,-0.001,0.6666666666666666,0.0,1.0,0.0,0.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":398.4748405315545,""candidate_objective"":398.4748405315545,""objective_after"":398.4748405315545,""moves"":0,""runtime_sec"":0.0010901669957092963,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":6,""state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.5,0.5,-0.001,0.6666666666666666,0.0,1.0,0.0,0.0],""action_index"":1,""action"":""relocate"",""reward"":-0.001,""next_state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.5833333333333334,0.75,-0.001,0.5714285714285714,0.0,1.0,0.0,0.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":398.4748405315545,""candidate_objective"":398.4748405315545,""objective_after"":398.4748405315545,""moves"":0,""runtime_sec"":0.0011101249983767048,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":7,""state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.5833333333333334,0.75,-0.001,0.5714285714285714,0.0,1.0,0.0,0.0],""action_index"":2,""action"":""swap"",""reward"":-0.001,""next_state"":[0.2,0.75,0.9376526666893248,0.062347333310675164,0.6666666666666666,1.0,-0.001,0.5,0.0,0.0,1.0,0.0],""done"":true,""accepted"":false,""feasible"":true,""objective_before"":398.4748405315545,""candidate_objective"":398.4748405315545,""objective_after"":398.4748405315545,""moves"":0,""runtime_sec"":0.0005039999959990382,""termination_reason"":""patience"",""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""nearest""},{""step"":0,""state"":[0.2,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0],""action_index"":1,""action"":""relocate"",""reward"":0.020142874979802123,""next_state"":[0.2,0.75,0.9798571250201978,0.020142874979802123,0.08333333333333333,0.0,0.020142874979802123,1.0,0.0,1.0,0.0,1.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":491.6184092876314,""candidate_objective"":481.71580113158143,""objective_after"":481.71580113158143,""moves"":4,""runtime_sec"":0.0011137499968754128,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":1,""state"":[0.2,0.75,0.9798571250201978,0.020142874979802123,0.08333333333333333,0.0,0.020142874979802123,1.0,0.0,1.0,0.0,1.0],""action_index"":2,""action"":""swap"",""reward"":0.07819989328538487,""next_state"":[0.2,0.75,0.901657231734813,0.098342768265187,0.16666666666666666,0.0,0.07819989328538487,1.0,0.0,0.0,1.0,1.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":481.71580113158143,""candidate_objective"":443.271293988158,""objective_after"":443.271293988158,""moves"":1,""runtime_sec"":0.0004284589958842844,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":2,""state"":[0.2,0.75,0.901657231734813,0.098342768265187,0.16666666666666666,0.0,0.07819989328538487,1.0,0.0,0.0,1.0,1.0],""action_index"":1,""action"":""relocate"",""reward"":0.05021754869733083,""next_state"":[0.2,0.75,0.8514396830374822,0.1485603169625178,0.25,0.0,0.05021754869733083,1.0,0.0,1.0,0.0,1.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":443.271293988158,""candidate_objective"":418.58342257925204,""objective_after"":418.58342257925204,""moves"":3,""runtime_sec"":0.0011287079978501424,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":3,""state"":[0.2,0.75,0.8514396830374822,0.1485603169625178,0.25,0.0,0.05021754869733083,1.0,0.0,1.0,0.0,1.0],""action_index"":2,""action"":""swap"",""reward"":0.008508490161387923,""next_state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.3333333333333333,0.0,0.008508490161387923,1.0,0.0,0.0,1.0,1.0],""done"":false,""accepted"":true,""feasible"":true,""objective_before"":418.58342257925204,""candidate_objective"":414.40049218067105,""objective_after"":414.40049218067105,""moves"":1,""runtime_sec"":0.00046062500041443855,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":4,""state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.3333333333333333,0.0,0.008508490161387923,1.0,0.0,0.0,1.0,1.0],""action_index"":1,""action"":""relocate"",""reward"":-0.001,""next_state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.4166666666666667,0.25,-0.001,0.8,0.0,1.0,0.0,1.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":414.40049218067105,""candidate_objective"":414.40049218067105,""objective_after"":414.40049218067105,""moves"":0,""runtime_sec"":0.0012024169991491362,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":5,""state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.4166666666666667,0.25,-0.001,0.8,0.0,1.0,0.0,1.0],""action_index"":2,""action"":""swap"",""reward"":-0.001,""next_state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.5,0.5,-0.001,0.6666666666666666,0.0,0.0,1.0,1.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":414.40049218067105,""candidate_objective"":414.40049218067105,""objective_after"":414.40049218067105,""moves"":0,""runtime_sec"":0.00048820899974089116,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":6,""state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.5,0.5,-0.001,0.6666666666666666,0.0,0.0,1.0,1.0],""action_index"":1,""action"":""relocate"",""reward"":-0.001,""next_state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.5833333333333334,0.75,-0.001,0.5714285714285714,0.0,1.0,0.0,1.0],""done"":false,""accepted"":false,""feasible"":true,""objective_before"":414.40049218067105,""candidate_objective"":414.40049218067105,""objective_after"":414.40049218067105,""moves"":0,""runtime_sec"":0.0011624580001807772,""termination_reason"":null,""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""},{""step"":7,""state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.5833333333333334,0.75,-0.001,0.5714285714285714,0.0,1.0,0.0,1.0],""action_index"":2,""action"":""swap"",""reward"":-0.001,""next_state"":[0.2,0.75,0.8429311928760943,0.15706880712390575,0.6666666666666666,1.0,-0.001,0.5,0.0,0.0,1.0,1.0],""done"":true,""accepted"":false,""feasible"":true,""objective_before"":414.40049218067105,""candidate_objective"":414.40049218067105,""objective_after"":414.40049218067105,""moves"":0,""runtime_sec"":0.00045737499749520794,""termination_reason"":""patience"",""profile"":""baseline"",""method"":""F_dqn_portfolio"",""instance"":""synthetic_evrptw_n20_seed20300013_baseline"",""instance_seed"":20300013,""construction_source"":""composite""}]","[[0,7,20,1,8,4,0],[0,17,19,18,3,6,2,13,5,0],[0,10,12,15,16,11,9,14,0]]",patience,True
baseline,D_composite_inter_route,week5_reference,synthetic_evrptw_n20_seed20300014_baseline,20,20300014,True,434.77092737051237,0.0062774170000921,3,[],composite,434.77092737051237,10,[],"[[0,9,6,4,2,5,3,10,25,0],[0,17,20,1,16,7,18,8,13,21,11,0],[0,15,14,12,19,0]]",reference_method,True
baseline,E_fixed_portfolio,week6_fixed_reference,synthetic_evrptw_n20_seed20300014_baseline,20,20300014,True,434.77092737051237,0.01383624999289168,3,[],composite,492.7343347340982,10,[],"[[0,9,6,4,2,5,3,10,25,0],[0,17,20,1,16,7,18,8,13,21,11,0],[0,15,14,12,19,0]]",fixed_schedule,True
