step,action,ucb_score,objective_before,objective_after,reward,accepted,moves,feasible,action_runtime_sec,cumulative_runtime_sec,context,termination_reason,profile,method,instance,instance_seed,construction_source
2,swap,,474.8097805616982,474.8097805616982,0.0,False,0,True,0.0005923329990764614,0.002116707997629419,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
3,relocate,0.7799490405997738,474.8097805616982,468.9199686925931,0.012404571494162249,True,1,True,0.0011078329989686608,0.00322454099659808,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
4,two_opt,0.8241870157608322,468.9199686925931,468.9199686925931,0.0,False,0,True,0.00022950000129640102,0.003454040997894481,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
5,swap,0.8880453688256637,468.9199686925931,468.9199686925931,0.0,False,0,True,0.0005818749996251427,0.0040359159975196235,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
6,relocate,0.6918817956467922,468.9199686925931,455.5551840512022,0.028501206034482935,True,1,True,0.001122959001804702,0.0051588749993243255,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
7,two_opt,0.6904693957870629,455.5551840512022,455.5551840512022,0.0,False,0,True,0.0002410830020380672,0.005399958001362393,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
8,swap,0.7137668931181662,455.5551840512022,455.5551840512022,0.0,False,0,True,0.0005712080019293353,0.005971166003291728,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
9,relocate,0.6281165736599995,455.5551840512022,455.5551840512022,0.0,False,0,True,0.0011444169977039564,0.007115583000995684,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
10,two_opt,0.6132608731383088,455.5551840512022,455.5551840512022,0.0,False,0,True,0.0002398329997959081,0.0073554160007915925,"{'instance': 'synthetic_evrptw_n20_seed20280819_tight_tw', 'scale': 20, 'seed': 20280819, 'source': 'composite'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280819_tight_tw,20280819,composite
0,two_opt,,432.1013398865773,432.1013398865773,0.0,False,0,True,0.0002961249992949888,0.0002961249992949888,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
1,relocate,,432.1013398865773,428.0727175156239,0.009323327652746703,True,1,True,0.0010427910019643605,0.0013389160012593493,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
2,swap,,428.0727175156239,428.0727175156239,0.0,False,0,True,0.0004494160020840354,0.0017883320033433847,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
3,relocate,0.7430262794304902,428.0727175156239,428.0727175156239,0.0,False,0,True,0.0011130409984616563,0.002901373001805041,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
4,two_opt,0.8241870157608322,428.0727175156239,428.0727175156239,0.0,False,0,True,0.00026899999647866935,0.0031703729982837103,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
5,swap,0.8880453688256637,428.0727175156239,428.0727175156239,0.0,False,0,True,0.0004502499978116248,0.003620622996095335,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'nearest'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,nearest
0,two_opt,,451.5867885102808,451.5867885102808,0.0,False,0,True,0.00033724999957485124,0.00033724999957485124,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
1,relocate,,451.5867885102808,433.94949437318485,0.03905626689230402,True,5,True,0.0009962919975805562,0.0013335419971554074,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
2,swap,,433.94949437318485,404.9818387878371,0.06675351846460813,True,3,True,0.0003924589982489124,0.0017260009954043198,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
3,swap,0.8004564702423516,404.9818387878371,404.9818387878371,0.0,False,0,True,0.0003792080024140887,0.0021052089978184085,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
4,relocate,0.8632432826531362,404.9818387878371,391.44505277375583,0.03342566188794689,True,2,True,0.0009482499990554061,0.0030534589968738146,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
5,two_opt,0.8880453688256637,391.44505277375583,391.44505277375583,0.0,False,0,True,0.0003631669969763607,0.0034166259938501753,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
6,relocate,0.6987974298788213,391.44505277375583,391.44505277375583,0.0,False,0,True,0.0009820830018725246,0.0043987089957227,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
7,swap,0.723846155019367,391.44505277375583,391.44505277375583,0.0,False,0,True,0.00034249999953317456,0.0047412089952558745,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
8,two_opt,0.7137668931181662,391.44505277375583,391.44505277375583,0.0,False,0,True,0.0003594999980123248,0.005100708993268199,"{'instance': 'synthetic_evrptw_n20_seed20280820_tight_tw', 'scale': 20, 'seed': 20280820, 'source': 'composite'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280820_tight_tw,20280820,composite
0,two_opt,,444.1424295969515,444.1424295969515,0.0,False,0,True,0.0003610419989854563,0.0003610419989854563,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
1,relocate,,444.1424295969515,430.47961018836423,0.030762247644265703,True,4,True,0.0009640829994168598,0.0013251249984023161,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
2,swap,,430.47961018836423,430.47961018836423,0.0,False,0,True,0.0004436250019352883,0.0017687500003376044,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
3,relocate,0.7644651994220092,430.47961018836423,428.33170453421116,0.004989564205406204,True,1,True,0.000990958000329556,0.0027597080006671604,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
4,two_opt,0.8241870157608322,428.33170453421116,427.23220705082025,0.002566929955807387,True,1,True,0.00033208300010301173,0.003091791000770172,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
5,swap,0.8880453688256637,427.23220705082025,427.23220705082025,0.0,False,0,True,0.00046845800170558505,0.003560249002475757,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
6,relocate,0.6804323714135319,427.23220705082025,411.2292214037126,0.03745734844658861,True,1,True,0.0010389169983682223,0.004599166000843979,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
7,two_opt,0.6917528607649666,411.2292214037126,411.2292214037126,0.0,False,0,True,0.0002457090013194829,0.004844875002163462,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
8,swap,0.7137668931181662,411.2292214037126,411.2292214037126,0.0,False,0,True,0.0004921660001855344,0.005337041002348997,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
9,relocate,0.6234690049751945,411.2292214037126,411.2292214037126,0.0,False,0,True,0.001031291001709178,0.006368332004058175,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
10,two_opt,0.6141165164569112,411.2292214037126,411.2292214037126,0.0,False,0,True,0.0002390000008745119,0.006607332004932687,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'nearest'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,nearest
0,two_opt,,447.4358206757902,447.4358206757902,0.0,False,0,True,0.00040054199780570343,0.00040054199780570343,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
1,relocate,,447.4358206757902,433.44650517649416,0.03126552424472205,True,3,True,0.001071750000846805,0.0014722919986525085,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
2,swap,,433.44650517649416,433.44650517649416,0.0,False,0,True,0.00045612499889102764,0.0019284169975435361,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
3,relocate,0.7649684760224655,433.44650517649416,427.0039465754446,0.014863561071801026,True,2,True,0.0010482920006325003,0.0029767089981760364,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
4,two_opt,0.8241870157608322,427.0039465754446,427.0039465754446,0.0,False,0,True,0.00025033299971255474,0.003227041997888591,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
5,swap,0.8880453688256637,427.0039465754446,427.0039465754446,0.0,False,0,True,0.0004715830000350252,0.0036986249979236163,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
6,relocate,0.6856210081469574,427.0039465754446,412.45354165345935,0.03407557480130794,True,1,True,0.0010403750020486768,0.004738999999972293,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
7,two_opt,0.6904693957870629,412.45354165345935,412.45354165345935,0.0,False,0,True,0.00023712499751127325,0.004976124997483566,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
8,swap,0.7137668931181662,412.45354165345935,412.45354165345935,0.0,False,0,True,0.0005052919987065252,0.005481416996190092,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
9,relocate,0.6258008382490514,412.45354165345935,411.2292214037126,0.0029683834083195563,True,1,True,0.0010163750011997763,0.006497791997389868,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
10,two_opt,0.6132608731383088,411.2292214037126,411.2292214037126,0.0,False,0,True,0.00023562500064144842,0.006733416998031316,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
11,swap,0.625824438553178,411.2292214037126,411.2292214037126,0.0,False,0,True,0.000515667001309339,0.007249083999340655,"{'instance': 'synthetic_evrptw_n20_seed20280821_tight_tw', 'scale': 20, 'seed': 20280821, 'source': 'composite'}",budget,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280821_tight_tw,20280821,composite
0,two_opt,,441.11355023560805,441.11355023560805,0.0,False,0,True,0.0003683750001073349,0.0003683750001073349,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
1,relocate,,441.11355023560805,419.9932575999705,0.04787949185500368,True,3,True,0.0009338329982711002,0.0013022079983784351,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
2,swap,,419.9932575999705,419.10663141615345,0.0021110486127411234,True,1,True,0.0003747080008906778,0.001676915999269113,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
3,relocate,0.7815824436327472,419.10663141615345,412.4377942678949,0.01591202965633035,True,3,True,0.0009973330015782267,0.0026742490008473396,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
4,swap,0.8262980643735733,412.4377942678949,405.3056433936186,0.017292670490919385,True,1,True,0.00039429199750884436,0.003068540998356184,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
5,two_opt,0.8880453688256637,405.3056433936186,405.30291227376307,6.738420498312563e-06,True,1,True,0.00043400000140536577,0.0035025409997615498,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
6,relocate,0.6944522262443629,405.30291227376307,396.41593075748744,0.021926764518960296,True,1,True,0.000952832997427322,0.004455373997188872,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
7,swap,0.7001712553388931,396.41593075748744,396.41593075748744,0.0,False,0,True,0.00036262499997974373,0.0048179989971686155,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
8,two_opt,0.7137702623284153,396.41593075748744,396.41593075748744,0.0,False,0,True,0.00038891599979251623,0.005206914996961132,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
9,relocate,0.6276387135532058,396.41593075748744,396.41593075748744,0.0,False,0,True,0.0009718330002215225,0.006178747997182654,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
10,swap,0.6197287795061956,396.41593075748744,396.41593075748744,0.0,False,0,True,0.0003526659966155421,0.006531413993798196,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'nearest'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,nearest
0,two_opt,,577.1103679124835,577.1103679124835,0.0,False,0,True,0.0003710830023919698,0.0003710830023919698,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
1,relocate,,577.1103679124835,508.052639337228,0.11966121631993941,True,6,True,0.0010720829995989334,0.0014431660019909032,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
2,swap,,508.052639337228,500.9742381180733,0.013932416980234062,True,3,True,0.0005634160006593447,0.002006582002650248,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
3,relocate,0.8533641680976829,500.9742381180733,475.25181403790793,0.05134480402982898,True,4,True,0.0011211249984626193,0.003127707001112867,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
4,swap,0.8381194327410663,475.25181403790793,473.4650503236611,0.0037596147168084495,True,1,True,0.0005322919969330542,0.0036599989980459213,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
5,two_opt,0.8880453688256637,473.4650503236611,473.4650503236611,0.0,False,0,True,0.00024191699776565656,0.003901915995811578,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
6,relocate,0.74805947566358,473.4650503236611,456.17695596792515,0.03651398206460602,True,2,True,0.0011813329983851872,0.005083248994196765,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
7,swap,0.6993154116355842,456.17695596792515,456.17695596792515,0.0,False,0,True,0.0005495419973158278,0.005632790991512593,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
8,two_opt,0.7137668931181662,456.17695596792515,456.17695596792515,0.0,False,0,True,0.00024487500195391476,0.005877665993466508,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
9,relocate,0.6682392856812325,456.17695596792515,456.17695596792515,0.0,False,0,True,0.0012165420012024697,0.007094207994668977,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
10,swap,0.619158217037323,456.17695596792515,456.17695596792515,0.0,False,0,True,0.0005285830011416692,0.0076227909958106466,"{'instance': 'synthetic_evrptw_n20_seed20280822_tight_tw', 'scale': 20, 'seed': 20280822, 'source': 'composite'}",patience,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280822_tight_tw,20280822,composite
0,two_opt,,464.1746497595756,464.1746497595756,0.0,False,0,True,0.0003545419967849739,0.0003545419967849739,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
1,relocate,,464.1746497595756,440.71846920411707,0.050533092592643505,True,5,True,0.001242999998794403,0.0015975419955793768,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
2,swap,,440.71846920411707,439.19148587195855,0.0034647591123559336,True,1,True,0.00043599999844445847,0.0020335419940238353,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
3,relocate,0.784236044370387,439.19148587195855,433.43944256383156,0.01309689165924298,True,2,True,0.0011281670012976974,0.0031617089953215327,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
4,swap,0.8276517748731881,433.43944256383156,431.3508532010618,0.004818641677867573,True,1,True,0.00046154099982231855,0.0036232499951438513,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
5,two_opt,0.8880453688256637,431.3508532010618,421.1479857916379,0.023653291360636604,True,2,True,0.0003477080026641488,0.003970957997808,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
6,relocate,0.6943714576146391,421.1479857916379,417.07917861791753,0.009661229095212609,True,2,True,0.0009988750025513582,0.004969833000359358,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
7,two_opt,0.7022960414673812,417.07917861791753,417.07917861791753,0.0,False,0,True,0.00028450000172597356,0.005254333002085332,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
8,swap,0.717908593513278,417.07917861791753,417.07917861791753,0.0,False,0,True,0.0004828749988519121,0.005737208000937244,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
9,relocate,0.6234963559921407,417.07917861791753,417.07917861791753,0.0,False,0,True,0.0011686249999911524,0.006905833000928396,"{'instance': 'synthetic_evrptw_n20_seed20280823_tight_tw', 'scale': 20, 'seed': 20280823, 'source': 'nearest'}",,tight_tw,E_adaptive_portfolio,synthetic_evrptw_n20_seed20280823_tight_tw,20280823,nearest
