step,action,ucb_score,objective_before,objective_after,reward,accepted,moves,feasible,action_runtime_sec,cumulative_runtime_sec,context,termination_reason,profile,method,instance,instance_seed,construction_source
0,two_opt,,797.8855345853541,797.8855345853541,0.0,False,0,True,0.002557333998993272,0.002557333998993272,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
1,relocate,,797.8855345853541,714.4641232016786,0.10455310663957332,True,12,True,0.010520791001908947,0.013078125000902219,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
2,swap,,714.4641232016786,701.0932245450243,0.01871458373128128,True,3,True,0.006128250002802815,0.019206375003705034,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
3,relocate,0.8382560584173168,701.0932245450243,685.2964729886517,0.022531599227226876,True,6,True,0.011557417001313297,0.03076379200501833,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
4,swap,0.8429015994921135,685.2964729886517,675.8424253495941,0.013795558581860805,True,2,True,0.006550874997628853,0.037314667002647184,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
5,two_opt,0.8880453688256637,675.8424253495941,673.222132473396,0.003877076634901635,True,1,True,0.002764458000456216,0.0400791250031034,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
6,relocate,0.726098818422096,673.222132473396,671.9877032659039,0.0018336135250884376,True,3,True,0.012246624999534106,0.052325750002637506,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
7,swap,0.7067244669436339,671.9877032659039,671.9877032659039,0.0,False,0,True,0.006680167000013171,0.059005917002650676,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
8,two_opt,0.715705431435617,671.9877032659039,671.9877032659039,0.0,False,0,True,0.00207116700039478,0.061077084003045456,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
9,relocate,0.6420387246737372,671.9877032659039,671.9877032659039,0.0,False,0,True,0.012710082999547012,0.07378716700259247,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
10,swap,0.6240975872426895,671.9877032659039,671.9877032659039,0.0,False,0,True,0.006615791000513127,0.0804029580031056,"{'instance': 'synthetic_evrptw_n50_seed20310824_baseline', 'scale': 50, 'seed': 20310824, 'source': 'composite'}",patience,baseline,E_adaptive_portfolio,synthetic_evrptw_n50_seed20310824_baseline,20310824,composite
0,two_opt,,1079.221800937091,1079.221800937091,0.0,False,0,True,0.008419875000981847,0.008419875000981847,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
1,relocate,,1079.221800937091,1022.2631482921504,0.05277752228085398,True,17,True,0.0831770829972811,0.09159695799826295,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
2,swap,,1022.2631482921504,1007.9349778657285,0.014016127305732748,True,4,True,0.049205832998268306,0.14080279099653126,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
3,relocate,0.7864804740585974,1007.9349778657285,997.1013629796355,0.010748327148079342,True,7,True,0.08539687499796855,0.2261996659944998,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
4,swap,0.838203143066565,997.1013629796355,990.4005821277044,0.006720260447651139,True,3,True,0.047956082999007776,0.2741557489935076,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
5,two_opt,0.8880453688256637,990.4005821277044,987.5479366752757,0.002880294603927175,True,1,True,0.00935879100143211,0.2835145399949397,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
6,relocate,0.6943193902031625,987.5479366752757,985.8569114507113,0.0017123474838673769,True,3,True,0.08847962499930873,0.3719941649942484,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
7,swap,0.7008375896637549,985.8569114507113,980.8935618023542,0.005034553788392559,True,1,True,0.04874858299808693,0.42074274799233535,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
8,two_opt,0.7152070404201298,980.8935618023542,980.8935618023542,0.0,False,0,True,0.007621916996868094,0.42836466498920345,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
9,relocate,0.620812017180708,980.8935618023542,980.8935618023542,0.0,False,0,True,0.08917666700290283,0.5175413319921063,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
10,swap,0.6218511869855676,980.8935618023542,980.8935618023542,0.0,False,0,True,0.04894316699937917,0.5664844989914855,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
11,two_opt,0.6267845367544871,980.8935618023542,980.8935618023542,0.0,False,0,True,0.007314333997783251,0.5737988329892687,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'nearest'}",patience,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,nearest
0,two_opt,,1205.5312732923214,1205.5312732923214,0.0,False,0,True,0.008505542002239963,0.008505542002239963,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
1,relocate,,1205.5312732923214,1160.0665696944407,0.03771341698479217,True,22,True,0.07680991700181039,0.08531545900405035,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
2,swap,,1160.0665696944407,1147.6111553361384,0.010736810010466046,True,8,True,0.04365845900247223,0.12897391800652258,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
3,relocate,0.7714163687625356,1147.6111553361384,1119.554278436487,0.024448069164536318,True,11,True,0.08221441699788556,0.21118833500440815,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
4,swap,0.8349238257712982,1119.554278436487,1117.2057952182329,0.0020976948268501393,True,1,True,0.04554883300079382,0.25673716800520197,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
5,two_opt,0.8880453688256637,1117.2057952182329,1111.828948713598,0.004812762812051595,True,3,True,0.009511584001302253,0.2662487520065042,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
6,relocate,0.6936372085633601,1111.828948713598,1102.3237826772727,0.008549126236839738,True,10,True,0.07915741699980572,0.34540616900630994,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
7,swap,0.696886648205721,1102.3237826772727,1099.1890868151281,0.002843716076352041,True,4,True,0.04598687500038068,0.3913930440066906,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
8,two_opt,0.716173274524192,1099.1890868151281,1095.7149802850768,0.00316060864479422,True,1,True,0.008112999999866588,0.3995060440065572,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
9,relocate,0.6226361556718305,1095.7149802850768,1088.130519042278,0.00692192894983107,True,4,True,0.08381749999898602,0.4833235440055432,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
10,swap,0.6184869467761982,1088.130519042278,1088.130519042278,0.0,False,0,True,0.04669954099881579,0.530023085004359,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
11,two_opt,0.6284822290387934,1088.130519042278,1087.2039562765062,0.0008515180390190649,True,1,True,0.010004875002778135,0.5400279600071372,"{'instance': 'synthetic_evrptw_n100_seed20360813_baseline', 'scale': 100, 'seed': 20360813, 'source': 'composite'}",budget,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360813_baseline,20360813,composite
0,two_opt,,1053.597033594938,1053.597033594938,0.0,False,0,True,0.009841374998359242,0.009841374998359242,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
1,relocate,,1053.597033594938,999.5066041189958,0.05133882096400966,True,15,True,0.09135887500087847,0.10120024999923771,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
2,swap,,999.5066041189958,995.9607093409709,0.003547645171539847,True,3,True,0.04695899999933317,0.14815924999857089,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
3,relocate,0.7850417727417531,995.9607093409709,981.0496495299582,0.014971534189214535,True,9,True,0.08484158300052513,0.23300083299909602,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
4,swap,0.827734660932372,981.0496495299582,977.9736307804855,0.0031354363675136212,True,3,True,0.04876962500202353,0.28177045800111955,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
5,two_opt,0.8880453688256637,977.9736307804855,973.0192357132141,0.00506598021801201,True,3,True,0.011707290999765974,0.2934777490008855,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
6,relocate,0.695711643065308,973.0192357132141,968.5310864287521,0.004612600778824506,True,5,True,0.08613133299877518,0.3796090819996607,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
7,swap,0.6938109365565897,968.5310864287521,968.5310864287521,0.0,False,0,True,0.04917604200090864,0.42878512400056934,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
8,two_opt,0.7162998832271722,968.5310864287521,965.134931894249,0.0035065002890363665,True,1,True,0.0089609169990581,0.43774604099962744,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
9,relocate,0.6227069368537906,965.134931894249,963.5578253310766,0.0016340788329741898,True,4,True,0.0887035410014505,0.5264495820010779,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
10,two_opt,0.6161183666406582,963.5578253310766,961.8368706591965,0.0017860419236269554,True,2,True,0.008658292001200607,0.5351078740022785,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
11,swap,0.6280521323995292,961.8368706591965,957.6090165152207,0.004395604153829397,True,1,True,0.04993720799757284,0.5850450819998514,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'nearest'}",budget,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,nearest
0,two_opt,,1112.9723295258125,1112.9723295258125,0.0,False,0,True,0.0099154580020695,0.0099154580020695,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
1,relocate,,1112.9723295258125,1061.1541564904787,0.046558365972504595,True,14,True,0.08368358299776446,0.09359904099983396,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
2,swap,,1061.1541564904787,1052.8428139177304,0.007832361134254218,True,5,True,0.04788541699963389,0.14148445799946785,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
3,relocate,0.7802613177502481,1052.8428139177304,1042.0121393434422,0.010287076504788216,True,7,True,0.08998658400014392,0.23147104199961177,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
4,swap,0.8320193768950864,1042.0121393434422,1042.0121393434422,0.0,False,0,True,0.048416416997497436,0.2798874589971092,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
5,two_opt,0.8880453688256637,1042.0121393434422,1029.2148982769177,0.012281278291621334,True,7,True,0.015693041001213714,0.2955804999983229,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
6,relocate,0.6909791867273423,1029.2148982769177,1021.2401858023097,0.007748345353296943,True,2,True,0.09333025000159978,0.3889107499999227,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
7,two_opt,0.6966100349328735,1021.2401858023097,1020.5695083385814,0.0006567284298565271,True,1,True,0.010132875002454966,0.39904362500237767,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
8,swap,0.7176830736852933,1020.5695083385814,1016.6183998559063,0.003871474162604766,True,1,True,0.050593874999322,0.44963750000169966,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
9,relocate,0.6205972141533043,1016.6183998559063,1016.6183998559063,0.0,False,0,True,0.0960447910001676,0.5456822910018673,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
10,two_opt,0.6175735420454681,1016.6183998559063,1013.406263985995,0.0031596279099085794,True,1,True,0.010336584000469884,0.5560188750023372,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
11,swap,0.6297257169854644,1013.406263985995,1013.406263985995,0.0,False,0,True,0.05031904100178508,0.6063379160041222,"{'instance': 'synthetic_evrptw_n100_seed20360814_baseline', 'scale': 100, 'seed': 20360814, 'source': 'composite'}",budget,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360814_baseline,20360814,composite
0,two_opt,,1066.2157770628205,1066.2157770628205,0.0,False,0,True,0.009754583003086736,0.009754583003086736,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
1,relocate,,1066.2157770628205,1008.2919980664153,0.05432650711282091,True,19,True,0.07684866700219573,0.08660325000528246,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
2,swap,,1008.2919980664153,967.9649739054419,0.03999538252639901,True,5,True,0.04145499999867752,0.12805825000395998,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
3,relocate,0.7880294588905644,967.9649739054419,949.4028745014148,0.019176416403927008,True,6,True,0.08084995899844216,0.20890820900240215,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
4,swap,0.8641823982872312,949.4028745014148,920.1083999028523,0.03085568348836807,True,5,True,0.04528841600040323,0.2541966250028054,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
5,two_opt,0.8880453688256637,920.1083999028523,908.1192122659356,0.013030190397329822,True,4,True,0.010003125000366708,0.2641997500031721,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
6,relocate,0.6993079272470698,908.1192122659356,898.4094303353082,0.010692188646025436,True,3,True,0.08321941699978197,0.34741916700295405,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
7,swap,0.7258949287944464,898.4094303353082,892.4446668957672,0.006639248474178201,True,1,True,0.044162750000396045,0.3915819170033501,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
8,two_opt,0.7202819883168311,892.4446668957672,887.3683923246108,0.00568805524807883,True,2,True,0.014316749999125022,0.4058986670024751,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
9,relocate,0.6271309889306989,887.3683923246108,867.5147829528707,0.022373581866861607,True,2,True,0.08659837500090362,0.49249704200337874,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
10,swap,0.6390909779679572,867.5147829528707,867.5147829528707,0.0,False,0,True,0.04371908299799543,0.5362161250013742,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
11,two_opt,0.6320638537683143,867.5147829528707,867.5147829528707,0.0,False,0,True,0.00951908299975912,0.5457352080011333,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'nearest'}",budget,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,nearest
0,two_opt,,1132.3517729652272,1132.3517729652272,0.0,False,0,True,0.008403916002862388,0.008403916002862388,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
1,relocate,,1132.3517729652272,1076.8997996566693,0.048970624352314855,True,16,True,0.07859683300193865,0.08700074900480104,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
2,swap,,1076.8997996566693,1069.4328587137538,0.006933737888423822,True,4,True,0.04348591599773499,0.13048666500253603,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
3,relocate,0.7826735761300583,1069.4328587137538,1035.6307683877274,0.0316074918126992,True,12,True,0.07922870800030068,0.2097153730028367,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
4,swap,0.831120753649256,1035.6307683877274,1033.5117230880048,0.0020461397675751412,True,3,True,0.04543037500116043,0.25514574800399714,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
5,two_opt,0.8880453688256637,1033.5117230880048,1033.5117230880048,0.0,False,0,True,0.008239541999500943,0.2633852900034981,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
6,relocate,0.7028455235712029,1033.5117230880048,1024.2005506138287,0.009009256756522817,True,5,True,0.08326566699906834,0.34665095700256643,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
7,swap,0.6949593346150624,1024.2005506138287,1022.7870733468734,0.0013800786048280792,True,1,True,0.04481662499892991,0.39146758200149634,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
8,two_opt,0.7137668931181662,1022.7870733468734,1022.7870733468734,0.0,False,0,True,0.007667416997719556,0.3991349989992159,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
9,relocate,0.62892840918362,1022.7870733468734,1014.6566086820347,0.007949322861730427,True,3,True,0.08417254199957824,0.48330754099879414,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
10,swap,0.6167141918919178,1014.6566086820347,1014.6566086820347,0.0,False,0,True,0.046815500001684995,0.5301230410004791,"{'instance': 'synthetic_evrptw_n100_seed20360815_baseline', 'scale': 100, 'seed': 20360815, 'source': 'composite'}",,baseline,E_adaptive_portfolio,synthetic_evrptw_n100_seed20360815_baseline,20360815,composite
